href	outgoing_href
Alexis_de_Tocqueville	Georges_Sorel
Alexis_de_Tocqueville	Harvey_Mansfield
Alexius_Meinong	Terence_Parsons
Alexius_Meinong	Roderick_Chisholm
Alexius_Meinong	Richard_Sylvan
Alexius_Meinong	Richard_Hönigswald
Alexius_Meinong	Panayot_Butchvarov
Alexius_Meinong	Héctor-Neri_Castañeda
Alexius_Meinong	Ernst_Mally
Alexius_Meinong	George_Stout
Alexius_Meinong	William_J._Rapaport
Alexius_Meinong	Edward_N._Zalta
Alexius_Meinong	Dale_Jacquette
Alexius_Meinong	Bertrand_Russell
Alexius_Meinong	Graham_Priest
Alfred_Binet	Jean_Piaget
Alfred_Kempe	Charles_Sanders_Peirce
Alfred_Korzybski	A._E._van_Vogt
Alfred_Korzybski	Alan_Watts
Alfred_Korzybski	Buckminster_Fuller
Alfred_Korzybski	Robert_A._Heinlein
Alfred_Korzybski	Robert_Anton_Wilson
Alfred_Korzybski	S._I._Hayakawa
Alfred_Korzybski	William_S._Burroughs
Alfred_Loisy	Alec_Vidler
Alfred_North_Whitehead	Ken_Wilber
Alfred_North_Whitehead	Maurice_Merleau-Ponty
Alfred_North_Whitehead	Michel_Weber
Alfred_North_Whitehead	Milič_Čapek
Alfred_North_Whitehead	Sewall_Wright
Alfred_North_Whitehead	Wilfred_Eade_Agar
Alfred_North_Whitehead	Talcott_Parsons
Alfred_North_Whitehead	W._V._O._Quine
Alfred_North_Whitehead	Jules_Vuillemin
Alfred_North_Whitehead	Wolfgang_Smith
Alfred_North_Whitehead	Susanne_Langer
Alfred_North_Whitehead	John_Lighton_Synge
Alfred_North_Whitehead	C._D._Broad
Alfred_North_Whitehead	Ilya_Prigogine
Alfred_North_Whitehead	James_Luther_Adams
Alfred_North_Whitehead	Bertrand_Russell
Alfred_North_Whitehead	C._H._Waddington
Alfred_North_Whitehead	David_Bohm
Alfred_North_Whitehead	B._F._Skinner
Alfred_North_Whitehead	Eric_Voegelin
Alfred_North_Whitehead	Ervin_László
Alfred_North_Whitehead	F._S._C._Northrop
Alfred_North_Whitehead	Gilles_Deleuze
Alfred_North_Whitehead	Donald_Davidson_(philosopher)
Alfred_Radcliffe-Brown	Claude_Lévi-Strauss
Alfred_Radcliffe-Brown	E._E._Evans-Pritchard
Alfred_Radcliffe-Brown	Karl_Polanyi
Alfred_Radcliffe-Brown	M._N._Srinivas
Alfred_Radcliffe-Brown	Meyer_Fortes
Alfred_Schuler	Stefan_George
Alfred_Schuler	Karl_Wolfskehl
Alfred_Schuler	Ludwig_Derleth
Alfred_Schuler	Ludwig_Klages
Alfred_Schütz	Thomas_Luckmann
Alfred_Schütz	Peter_L._Berger
Alfred_Schütz	Dan_Zahavi
Alfred_Schütz	Harold_Garfinkel
Alfred_Tarski	Donald_Davidson_(philosopher)
Alfred_Tarski	Erich_Leo_Lehmann
Alfred_Tarski	John_Corcoran_(logician)
Alfred_Tarski	Karl_Popper
Alfred_Tarski	Kenneth_Arrow
Alfred_Tarski	Patrick_Suppes
Alfred_Tarski	Rudolf_Carnap
Alfred_Tarski	Willard_Van_Orman_Quine
Algernon_Sidney	J._R._R._Tolkien
Algernon_Sidney	Louis_Pasteur
Algernon_Sidney	Karl_Marx
Algernon_Sidney	Joseph_de_Maistre
Algernon_Sidney	John_Henry_Newman
Algernon_Sidney	John_Milton
Algernon_Sidney	John_Maynard_Keynes
Algernon_Sidney	John_Locke
Algernon_Sidney	Léon_Bloy
Algernon_Sidney	Joris-Karl_Huysmans
Algernon_Sidney	Mark_Twain
Algernon_Sidney	Sigmund_Freud
Algernon_Sidney	Paul_Claudel
Algernon_Sidney	Robert_Hugh_Benson
Algernon_Sidney	Ronald_Knox
Algernon_Sidney	Russell_Kirk
Algernon_Sidney	T._S._Eliot
Algernon_Sidney	Thomas_Jefferson
Algernon_Sidney	Thomas_Paine
Algernon_Sidney	Victor_Hugo
Algernon_Sidney	Voltaire
Algernon_Sidney	William_F._Buckley_Jr.
Algernon_Sidney	Montesquieu
Algernon_Sidney	John_Adams
Algernon_Sidney	Isaac_Newton
Algernon_Sidney	Jacques_Maritain
Algernon_Sidney	Adam_Smith
Algernon_Sidney	Alexander_Hamilton
Algernon_Sidney	Alexis_de_Tocqueville
Algernon_Sidney	C._H._Douglas
Algernon_Sidney	C._S._Lewis
Algernon_Sidney	Charles_Darwin
Algernon_Sidney	Charles_Dickens
Algernon_Sidney	Charles_Péguy
Algernon_Sidney	David_Hume
Algernon_Sidney	Jean-Jacques_Rousseau
Algernon_Sidney	Edward_Gibbon
Algernon_Sidney	Edmund_Burke
Algernon_Sidney	Friedrich_Hayek
Algernon_Sidney	Friedrich_Nietzsche
Algernon_Sidney	Fulton_J._Sheen
Algernon_Sidney	G._K._Chesterton
Algernon_Sidney	Gabriel_Marcel
Algernon_Sidney	George_MacDonald
Algernon_Sidney	George_Washington
Algernon_Sidney	Georges_Bernanos
Algernon_Sidney	Hilaire_Belloc
Algernon_Sidney	François_Mauriac
Algirdas_Julien_Greimas	Rastko_Močnik
Algirdas_Julien_Greimas	Bruno_Latour
Algirdas_Julien_Greimas	Eric_de_Kuyper
Algirdas_Julien_Greimas	Jacques_Fontanille
Algirdas_Julien_Greimas	Rolandas_Pavilionis
Ali_Qushji	Muhammad_al-Qunawi
Ali_Qushji	Mirim_Çelebi
Ali_ibn_al-Madini	Ibrahim_ibn_Ya'qub_al-Juzajani
Alice_Crary	Amia_Srinivasan
Alister_McGrath	Nicky_Gumbel
Allan_Bloom	Thomas_Pangle
Allan_Bloom	Paul_Wolfowitz
Allan_Bloom	Michael_Sugrue
Allan_Bloom	Harvey_Mansfield
Allan_Bloom	Janet_Ajzenstat
Allan_Bloom	Francis_Fukuyama
Allan_Bloom	Alan_Keyes
Alphonse_Pyramus_de_Candolle	Casimir_de_Candolle
Alphonse_Pyramus_de_Candolle	Nikolai_Vavilov
Alphonso_Lingis	Elizabeth_Grosz
Alphonso_Lingis	Robert_Frodeman
Alvin_Plantinga	William_Lane_Craig
Alvin_Plantinga	Trenton_Merricks
Alvin_Plantinga	Robin_Collins
Alvin_Plantinga	Peter_van_Inwagen
Alvin_Plantinga	Nicholas_Wolterstorff
Alvin_Plantinga	Michael_Rea
Alvin_Plantinga	Robert_C._Koons
Alvin_Plantinga	Michael_Bergmann_(philosopher)
Alvin_Plantinga	Keith_DeRose
Alvin_Plantinga	John_Frame_(theologian)
Alvin_Plantinga	J._P._Moreland
Alvin_Plantinga	Dallas_Willard
Alvin_Plantinga	Brian_Davies_(philosopher)
Alvin_Plantinga	Michael_Horton_(theologian)
Amin_Ahsan_Islahi	Yusuf_Islahi
Amin_Ahsan_Islahi	Wahiduddin_Khan
Amin_Ahsan_Islahi	Nouman_Ali_Khan
Amin_Ahsan_Islahi	Muhammad_Farooq_Khan
Amin_Ahsan_Islahi	Javed_Ahmad_Ghamidi
Amin_Ahsan_Islahi	Israr_Ahmed
Amin_Ahsan_Islahi	Khalid_Masud
Ammonius_Hermiae	Asclepius_of_Tralles
Ammonius_Hermiae	Damascius
Ammonius_Hermiae	John_Philoponus
Ammonius_Hermiae	Simplicius_of_Cilicia
Ammonius_Hermiae	Olympiodorus_of_Thebes
Ammonius_Saccas	Plotinus
Ammonius_Saccas	Tertullian
Ammonius_Saccas	Origen
Ammonius_Saccas	Hypatia
Ananda_Coomaraswamy	Heinrich_Zimmer
Ananda_Coomaraswamy	Seyyed_Hossein_Nasr
Ananda_Coomaraswamy	Titus_Burckhardt
Anaxagoras	Archelaus_(philosopher)
Anaxagoras	Pericles
Anaxagoras	Socrates
Anaximander	Pythagoras
Anaximander	Anaximenes_of_Miletus
Anaximander	Democritus
Anaximander	Greek_astronomy
Anaximander	Martin_Heidegger
Andrzej_Frycz_Modrzewski	Jean_Bodin
Andrzej_Frycz_Modrzewski	Hugo_Grotius
Andrzej_Frycz_Modrzewski	Althusius
Angelo_Genocchi	Giuseppe_Peano
Anna-Teresa_Tymieniecka	Pope_John_Paul_II
Anselm_of_Canterbury	William_of_Ockham
Anselm_of_Canterbury	Bonaventure
Anselm_of_Canterbury	Duns_Scotus
Anselm_of_Canterbury	Robert_Grosseteste
Anselm_of_Canterbury	Thomas_Aquinas
Anselm_of_Canterbury	Thomas_Bradwardine
Anselm_of_Laon	Hugh_of_Saint_Victor
Anselm_of_Laon	Peter_Lombard
Anselm_of_Laon	Gilbert_de_la_Porrée
Anselm_of_Laon	Hugh_of_Amiens
Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury	Thomas_Jefferson
Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury	Thomas_Blackwell_(scholar)
Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury	Johann_Georg_Hamann
Anthony_Giddens	Tony_Blair
Anthony_Giddens	Wanda_Orlikowski
Anthony_Giddens	Zygmunt_Bauman
Anthony_Giddens	Stephen_R._Barley
Anthony_Giddens	Alexander_Wendt
Anthony_Giddens	Jeffrey_Weeks_(sociologist)
Anthony_Giddens	Colin_J._McInnes
Anthony_Giddens	Margaret_Archer
Anthony_Giddens	Helen_A._Berger
Antiochus_of_Ascalon	Cicero
Antisthenes	Crates_of_Thebes
Antisthenes	Cynicism_(philosophy)
Antisthenes	Diogenes
Antisthenes	Stoicism
Antoine_Arnauld	Francisque_Bouillier
Antoine_Arnauld	Gottfried_Wilhelm_Leibniz
Antoine_Arnauld	Jacques-Bénigne_Bossuet
Antoine_Arnauld	Nicolas_Malebranche
Antoine_Augustin_Cournot	Gabriel_Tarde
Antoine_Augustin_Cournot	Léon_Walras
Antoine_Destutt_de_Tracy	Charles_Dunoyer
Antoine_Destutt_de_Tracy	Thomas_Jefferson
Antoine_Destutt_de_Tracy	Stendhal
Antoine_Destutt_de_Tracy	Auguste_Comte
Antoine_Destutt_de_Tracy	Augustin_Thierry
Antoine_Meillet	André_Martinet
Antoine_Meillet	Aurélien_Sauvageot
Antoine_Meillet	Georges_Dumézil
Antoine_Meillet	Hrachia_Acharian
Antoine_Meillet	Joseph_Vendryes
Antoine_Meillet	Lucien_Tesnière
Antoine_Meillet	Marcel_Cohen
Antoine_Meillet	Milman_Parry
Antoine_Meillet	Émile_Benveniste
Anton_Marty	Roman_Jakobson
Antonie_Pannekoek	Paul_Mattick
Antonie_Pannekoek	Vladimir_Lenin
Antonie_Pannekoek	Guy_Debord
Antonie_Pannekoek	Gale_Bruno_van_Albada
Antonie_Pannekoek	Herman_Gorter
Antonio_Gramsci	Edward_Said
Antonio_Gramsci	Ernesto_Laclau
Antonio_Gramsci	Louis_Althusser
Antonio_Gramsci	New_Left
Antonio_Gramsci	Stuart_Hall_(cultural_theorist)
Antonio_Gramsci	Tan_Malaka
Antonio_Gramsci	William_K._Carroll
Antonio_Labriola	Amadeo_Bordiga
Antonio_Labriola	Antonio_Gramsci
Antonio_Labriola	Benedetto_Croce
Antonio_Labriola	Georges_Sorel
Antonio_Labriola	Leon_Trotsky
Antonio_Negri	Tiqqun
Antonio_Negri	Michael_Hardt
Antonio_Negri	Gramsci_Is_Dead
Antonio_Negri	Hugo_Chávez
Antonio_Negri	Leopoldina_Fortunati
Anzar_Shah_Kashmiri	Ghulam_Nabi_Kashmiri
Arcesilaus	Carneades
Arcesilaus	Cicero
Arcesilaus	Clitomachus_(philosopher)
Arcesilaus	Favorinus
Arcesilaus	Lacydes_of_Cyrene
Arcesilaus	Philo_of_Larissa
Arcesilaus	Plutarch
Archelaus_(philosopher)	Socrates
Archimedes	Hero_of_Alexandria
Archimedes	Pappus_of_Alexandria
Archimedes	Eutocius_of_Ascalon
Archimedes	Apollonius_of_Perga
Archytas	Eudoxus_of_Cnidus
Archytas	Menaechmus
Aristippus	Anniceris
Aristippus	Arete_of_Cyrene
Aristippus	Aristippus_the_Younger
Aristippus	Epicurus
Aristippus	Hegesias_of_Cyrene
Aristippus	Michel_Onfray
Aristippus	Theodorus_the_Atheist
Aristippus_the_Younger	Theodorus_the_Atheist
Aristotle	Thomism
Aristotle	Second_scholasticism
Aristotle	Scotism
Aristotle	Science
Aristotle	School_of_Brentano
Aristotle	Scholasticism
Aristotle	Pseudo-Aristotle
Aristotle	Protoscience
Aristotle	Peripatetics
Aristotle	Objectivism
Aristotle	Neoplatonism
Aristotle	Maimonides
Aristotle	Neo-Aristotelianism_(literature)
Aristotle	Middle_Platonism
Aristotle	Middle_Eastern_philosophy
Aristotle	Western_philosophy
Aristotle	Llullism
Aristotle	List_of_writers_influenced_by_Aristotle
Aristotle	Commentaries_on_Aristotle
Aristotle	Avicennism
Aristotle	Averroism
Aristotle	Aristotelianism
Aristotle	Neo-scholasticism
Arnold_J._Toynbee	Christopher_Dawson
Arnold_J._Toynbee	David_Wilkinson_(political_scientist)
Arnold_J._Toynbee	Carroll_Quigley
Arnold_Sommerfeld	John_Bardeen
Arnold_Sommerfeld	Léon_Brillouin
Arsyad_Thawil_al-Bantani	tps://id.wikipedia.org/wiki/Muhammad%20Yasin%20Al-Fadani
Arsyad_Thawil_al-Bantani	tps://id.wikipedia.org/wiki/Salim%20bin%20Djindan
Arthur_Danto	David_Carrier
Arthur_Danto	George_Dickie_(philosopher)
Arthur_Danto	Noël_Carroll
Arthur_Fine	Nancy_Cartwright_(philosopher)
Arthur_McGill	Daphne_Hampson
Arthur_R._M._Lower	Hugh_MacLennan
Arthur_Schopenhauer	Julius_Bahnsen
Arthur_Schopenhauer	Moritz_Schlick
Arthur_Schopenhauer	Max_Horkheimer
Arthur_Schopenhauer	Marcel_Proust
Arthur_Schopenhauer	Machado_de_Assis
Arthur_Schopenhauer	Karl_Kraus_(writer)
Arthur_Schopenhauer	Leo_Tolstoy
Arthur_Schopenhauer	L._E._J._Brouwer
Arthur_Schopenhauer	Karl_Marx
Arthur_Schopenhauer	Oswald_Spengler
Arthur_Schopenhauer	Ludwig_Wittgenstein
Arthur_Schopenhauer	Otto_Rank
Arthur_Schopenhauer	Samuel_Beckett
Arthur_Schopenhauer	Peter_Wessel_Zapffe
Arthur_Schopenhauer	Philipp_Mainländer
Arthur_Schopenhauer	Rainer_Maria_Rilke
Arthur_Schopenhauer	Richard_Wagner
Arthur_Schopenhauer	Sigmund_Freud
Arthur_Schopenhauer	Thomas_Hardy
Arthur_Schopenhauer	Thomas_Ligotti
Arthur_Schopenhauer	Thomas_Mann
Arthur_Schopenhauer	Vladimir_Solovyov_(philosopher)
Arthur_Schopenhauer	Wilhelm_Dilthey
Arthur_Schopenhauer	Émile_Zola
Arthur_Schopenhauer	Otto_Weininger
Arthur_Schopenhauer	Joseph_Campbell
Arthur_Schopenhauer	Hermann_Hesse
Arthur_Schopenhauer	Jorge_Luis_Borges
Arthur_Schopenhauer	Joris-Karl_Huysmans
Arthur_Schopenhauer	Afanasy_Fet
Arthur_Schopenhauer	Albert_Einstein
Arthur_Schopenhauer	Anthony_Ludovici
Arthur_Schopenhauer	Arnold_Schoenberg
Arthur_Schopenhauer	Augusto_dos_Anjos
Arthur_Schopenhauer	Carl_Jung
Arthur_Schopenhauer	Carlo_Michelstaedter
Arthur_Schopenhauer	Eduard_von_Hartmann
Arthur_Schopenhauer	Emil_Cioran
Arthur_Schopenhauer	Erwin_Schrödinger
Arthur_Schopenhauer	Ettore_Majorana
Arthur_Schopenhauer	Charles_Darwin
Arthur_Schopenhauer	George_Bernard_Shaw
Arthur_Schopenhauer	John_Gray_(philosopher)
Arthur_Schopenhauer	Friedrich_Nietzsche
Arthur_Schopenhauer	Johannes_Brahms
Arthur_Schopenhauer	Henri_Bergson
Arthur_Schopenhauer	Hans_Vaihinger
Arthur_Schopenhauer	Johannes_Volkelt
Arthur_Schopenhauer	Gustav_Mahler
Arthur_Schopenhauer	Gilbert_Ryle
Arthur_Schopenhauer	Gerard_Reve
Arthur_Schopenhauer	George_Santayana
Arthur_Schopenhauer	Guy_de_Maupassant
Asghar_Hussain_Deobandi	Manazir_Ahsan_Gilani
Asghar_Hussain_Deobandi	Muhammad_Shafi_Deobandi
Ashraf_Ali_Thanwi	Muhammad_Shafi_Deobandi
Ashraf_Ali_Thanwi	Zafar_Ahmad_Usmani
Ashraf_Ali_Thanwi	Sulaiman_Nadvi
Ashraf_Ali_Thanwi	Shah_Ahmad_Hasan
Ashraf_Ali_Thanwi	Shabbir_Ahmad_Usmani
Ashraf_Ali_Thanwi	Murtaza_Hasan_Chandpuri
Ashraf_Ali_Thanwi	Muhammadullah_Hafezzi
Ashraf_Ali_Thanwi	Muhammad_Tayyib_Qasmi
Ashraf_Ali_Thanwi	Muhammad_Iqbal
Ashraf_Ali_Thanwi	Athar_Ali_Bengali
Ashraf_Ali_Thanwi	Khair_Muhammad_Jalandhari
Ashraf_Ali_Thanwi	Hakeem_Muhammad_Akhtar
Ashraf_Ali_Thanwi	Habibullah_Qurayshi
Ashraf_Ali_Thanwi	Aziz_al-Hasan_Ghouri
Ashraf_Ali_Thanwi	Abrarul_Haq_Haqqi
Ashraf_Ali_Thanwi	Abdul_Majid_Daryabadi
Ashraf_Ali_Thanwi	Abdul_Hai_Arifi
Ashraf_Ali_Thanwi	Masihullah_Khan
Athir_al-Din_al-Abhari	Zakariya_al-Qazwini
Athir_al-Din_al-Abhari	Shams_al-Dīn_al-Samarqandī
Athir_al-Din_al-Abhari	Shams_al‐Dīn_al‐Iṣfahānī
Athir_al-Din_al-Abhari	Ibn_Khallikan
Athir_al-Din_al-Abhari	Al‐Kātibī
Athir_al-Din_al-Abhari	Nasir_al-Din_al-Tusi
Attar_of_Nishapur	Ali-Shir_Nava'i
Attar_of_Nishapur	Hafez
Attar_of_Nishapur	Jami
Attar_of_Nishapur	Rumi
Auberon_Herbert	Benjamin_Tucker
Auberon_Herbert	George_H._Smith
Auberon_Herbert	Hans-Hermann_Hoppe
Auberon_Herbert	John_Zube
Auberon_Herbert	Murray_Rothbard
Auberon_Herbert	Wendy_McElroy
August_Böckh	Wilhelm_Wackernagel
August_Böckh	Wilhelm_Dilthey
August_Böckh	Johann_Gustav_Droysen
August_Cieszkowski	Cyprian_Norwid
August_Cieszkowski	Józef_Kallenbach
August_Cieszkowski	Józef_Kremer
August_Cieszkowski	Karl_Marx
August_Cieszkowski	Moses_Hess
August_Cieszkowski	Trentowski
August_Cieszkowski	Wincenty_Lutosławski
August_Cieszkowski	Zygmunt_Krasiński
August_Leskien	Nikolai_Trubetzkoy
August_Leskien	Leonard_Bloomfield
August_Leskien	Karl_Verner
August_Leskien	Ferdinand_de_Saussure
August_Leskien	Adolf_Noreen
August_Leskien	Jan_Baudouin_de_Courtenay
August_Schleicher	August_Leskien
August_Schleicher	Johannes_Schmidt_(linguist)
Auguste_Comte	Karl_Marx
Auguste_Comte	Émile_Littré
Auguste_Comte	Émile_Durkheim
Auguste_Comte	Sigmund_Freud
Auguste_Comte	Pierre_Laffitte
Auguste_Comte	Mustafa_Kemal_Atatürk
Auguste_Comte	Leo_Strauss
Auguste_Comte	John_Stuart_Mill
Auguste_Comte	Edward_Spencer_Beesly
Auguste_Comte	Harriet_Martineau
Auguste_Comte	George_Henry_Lewes
Auguste_Comte	Friedrich_Nietzsche
Auguste_Comte	Frederic_Harrison
Auguste_Comte	Eugen_Dühring
Auguste_Comte	Charles_Maurras
Auguste_Comte	Charles_Darwin
Auguste_Comte	Herbert_Spencer
Auguste_Forel	Hans_Hunziker
Auguste_Forel	Adolf_Meyer_(psychiatrist)
Auguste_Forel	Eugen_Bleuler
Augustin-Jean_Fresnel	William_Rowan_Hamilton
Augustin-Jean_Fresnel	Augustin-Louis_Cauchy
Augustin-Jean_Fresnel	Humphrey_Lloyd_(physicist)
Augustin_Pyramus_de_Candolle	Charles_Darwin
Augustin_Pyramus_de_Candolle	Jean-Louis_Berlandier
Augustin_Pyramus_de_Candolle	Marie-Anne_Libert
Augustine_of_Hippo	Catholic_theology
Augustine_of_Hippo	Protestant_theology
Augustine_of_Hippo	Western_philosophy
Augustus_Addison_Gould	William_Healey_Dall
Augustus_De_Morgan	Isaac_Todhunter
Augustus_De_Morgan	Thomas_Corwin_Mendenhall
Avempace	Averroes
Avempace	Ibn_Tufail
Avempace	Maimonides
Avempace	Nur_ad-Din_al-Bitruji
Averroes	Pietro_Pomponazzi
Averroes	Samuel_ibn_Tibbon
Averroes	Gaetano_da_Thiene_(philosopher)
Averroes	Thomas_Aquinas
Averroes	Nur_ad-Din_al-Bitruji
Averroes	Siger_of_Brabant
Averroes	Marsilius_of_Padua
Averroes	Agostino_Nifo
Averroes	Maimonides
Averroes	John_of_Jandun
Averroes	Boethius_of_Dacia
Averroes	Averroism
Averroes	Marcantonio_Zimara
Avicenna	René_Descartes
Avicenna	Omar_Khayyam
Avicenna	Seyyed_Hossein_Nasr
Avicenna	Nasir_al-Din_al-Tusi
Avicenna	Thomas_Aquinas
Avicenna	William_of_Ockham
Avicenna	Shihab_al-Din_Yahya_ibn_Habash_Suhrawardi
Avicenna	Maimonides
Avicenna	Age_of_Enlightenment
Avicenna	Ibn_Tufail
Avicenna	Duns_Scotus
Avicenna	Averroes
Avicenna	Albertus_Magnus
Avicenna	Al-Ghazali
Avicenna	Al-Biruni
Avicenna	Ibn_al-Nafis
Avicenna	Abu_'Ubayd_al-Juzjani
Axel_Honneth	Thomas_A._McCarthy
Axel_Honneth	Rainer_Forst
Axel_Honneth	Nancy_Fraser
Axel_Honneth	Rahel_Jaeggi
Azizul_Haque_(scholar)	Sultan_Zauq_Nadvi
B._F._Skinner	Donald_H._Kausler_Sr.
B._F._Skinner	Maxie_Clarence_Maultsby_Jr.
B._F._Skinner	Shoshana_Zuboff
Baha'_al-din_al-'Amili	Mulla_Sadra
Banū_Mūsā	Nasir_al-Din_al-Tusi
Banū_Mūsā	Thābit_ibn_Qurra
Banū_Mūsā	Roger_Bacon
Banū_Mūsā	Jordanus_de_Nemore
Banū_Mūsā	Fibonacci
Banū_Mūsā	Hunayn_ibn_Ishaq
Banū_Mūsā	Gerard_of_Cremona
Banū_Mūsā	Ibn_al-Haytham
Baron_d'Holbach	Jean-Paul_Marat
Baron_d'Holbach	Voltaire
Baron_d'Holbach	Sigmund_Freud
Baron_d'Holbach	Saul_Alinsky
Baron_d'Holbach	Peter_Kropotkin
Baron_d'Holbach	William_Godwin
Baron_d'Holbach	Michel_Onfray
Baron_d'Holbach	Maximilien_Robespierre
Baron_d'Holbach	Karl_Marx
Baron_d'Holbach	John_Maynard_Keynes
Baron_d'Holbach	Jean-Jacques_Rousseau
Baron_d'Holbach	David_Hume
Baron_d'Holbach	Georges_Danton
Baron_d'Holbach	George_Soros
Baron_d'Holbach	Friedrich_Nietzsche
Baron_d'Holbach	Emma_Goldman
Baron_d'Holbach	Edward_Gibbon
Baron_d'Holbach	Denis_Diderot
Baron_d'Holbach	Charles_Darwin
Baron_d'Holbach	Camille_Desmoulins
Baron_d'Holbach	Adam_Weishaupt
Baron_d'Holbach	Adam_Smith
Baron_d'Holbach	Immanuel_Kant
Baruch_Spinoza	Ludwig_Wittgenstein
Baruch_Spinoza	Louis_Althusser
Baruch_Spinoza	Leo_Strauss
Baruch_Spinoza	Gotthold_Ephraim_Lessing
Baruch_Spinoza	Gottfried_Wilhelm_Leibniz
Baruch_Spinoza	Albert_Einstein
Baruch_Spinoza	George_Santayana
Baruch_Spinoza	Georg_Wilhelm_Friedrich_Hegel
Baruch_Spinoza	Arthur_Schopenhauer
Baruch_Spinoza	Novalis
Baruch_Spinoza	Gilles_Deleuze
Baruch_Spinoza	Percy_Bysshe_Shelley
Bas_van_Fraassen	Michael_Rea
Bas_van_Fraassen	Nancy_Cartwright_(philosopher)
Bas_van_Fraassen	Hans_Halvorson
Bas_van_Fraassen	Elisabeth_Lloyd
Bas_van_Fraassen	Arthur_Fine
Bas_van_Fraassen	Alvin_Plantinga
Bayazid_Bastami	Abu_al-Hassan_al-Kharaqani
Bayazid_Bastami	Al-Hallaj
Bayazid_Bastami	Muhammad_Iqbal
Bayazid_Bastami	Syed_Badiuddin_Zinda_Shah_Qutbul_Madar
Benedetto_Croce	R._G._Collingwood
Benedetto_Croce	Norberto_Bobbio
Benedetto_Croce	Julius_Evola
Benedetto_Croce	José_Carlos_Mariátegui
Benedetto_Croce	Guido_De_Ruggiero
Benedetto_Croce	Giovanni_Gentile
Benedetto_Croce	Giorgio_Bassani
Benedetto_Croce	Georges_Sorel
Benedetto_Croce	George_Mosse
Benedetto_Croce	Eugenio_Montale
Benedetto_Croce	Carlo_Rosselli
Benedetto_Croce	Antonio_Gramsci
Benjamin_Peirce	Charles_Sanders_Peirce
Benjamin_Thompson	Humphry_Davy
Benjamin_Tucker	Émile_Armand
Benjamin_Tucker	Voltairine_de_Cleyre
Benjamin_Tucker	Robert_Anton_Wilson
Benjamin_Tucker	Ricardo_Mella
Benjamin_Tucker	Kevin_Carson
Benjamin_Tucker	Lev_Chernyi
Benjamin_Tucker	John_Henry_Mackay
Benjamin_Tucker	Henry_Meulen
Benjamin_Tucker	Murray_Rothbard
Benno_Kerry	Alois_Höfler
Benno_Kerry	Edmund_Husserl
Benno_Kerry	Gottlob_Frege
Benno_Kerry	Kazimierz_Twardowski
Benoit_Mandelbrot	Nassim_Nicholas_Taleb
Bernard_Bolzano	Kazimierz_Twardowski
Bernard_Bolzano	Jean_Cavaillès
Bernard_Bolzano	Heinrich_Scholz
Bernard_Bolzano	Gottlob_Frege
Bernard_Bolzano	Gilbert_Ryle
Bernard_Bolzano	Carl_Stumpf
Bernard_Bolzano	Franz_Brentano
Bernard_Bolzano	Edmund_Husserl
Bernard_Bolzano	Benno_Kerry
Bernard_Bolzano	Kevin_Mulligan
Bernard_Bolzano	Georg_Cantor
Bernard_Gert	Walter_Sinnott-Armstrong
Bernard_Gert	Joshua_Gert
Bernard_Ginsborg	David_Colquhoun
Bernard_Katz	Bernard_Ginsborg
Bernard_Mandeville	Adam_Smith
Bernard_Mandeville	Friedrich_Hayek
Bernard_Mandeville	Jean-François_Melon
Bernard_Mandeville	Marquis_de_Sade
Bernard_Stiegler	Daniel_Ross_(philosopher)
Bernard_Stiegler	Yuk_Hui
Bernard_Williams	Sophie_Grace_Chappell
Bernard_Williams	Raymond_Geuss
Bernard_Williams	Martha_Nussbaum
Bernard_Williams	Stanley_Cavell
Bernard_Williams	Amartya_Sen
Bernard_Williams	Adrian_William_Moore
Bernard_Williams	Elizabeth_S._Anderson
Bertrand_Russell	Nathan_Salmon
Bertrand_Russell	Moritz_Schlick
Bertrand_Russell	Michael_Albert
Bertrand_Russell	Marvin_Minsky
Bertrand_Russell	Martin_Gardner
Bertrand_Russell	Ludwig_Wittgenstein
Bertrand_Russell	Leon_Chwistek
Bertrand_Russell	Kurt_Gödel
Bertrand_Russell	Kurt_Grelling
Bertrand_Russell	Karl_Popper
Bertrand_Russell	Joseph_Rotblat
Bertrand_Russell	Noam_Chomsky
Bertrand_Russell	Kurt_Vonnegut
Bertrand_Russell	Norbert_Wiener
Bertrand_Russell	Sheikh_Mujibur_Rahman
Bertrand_Russell	Pervez_Hoodbhoy
Bertrand_Russell	Ray_Kurzweil
Bertrand_Russell	Richard_Dawkins
Bertrand_Russell	Rudolf_Carnap
Bertrand_Russell	Saul_Kripke
Bertrand_Russell	John_von_Neumann
Bertrand_Russell	Sidney_Hook
Bertrand_Russell	Stephen_Hawking
Bertrand_Russell	Tariq_Ali
Bertrand_Russell	Thomas_Kuhn
Bertrand_Russell	Txillardegi
Bertrand_Russell	Vienna_Circle
Bertrand_Russell	Willard_Van_Orman_Quine
Bertrand_Russell	Paul_Kurtz
Bertrand_Russell	John_Searle
Bertrand_Russell	Alfred_Tarski
Bertrand_Russell	Jawaharlal_Nehru
Bertrand_Russell	A._C._Grayling
Bertrand_Russell	A._J._Ayer
Bertrand_Russell	Alan_Turing
Bertrand_Russell	Albert_Ellis
